Make,Model,Year,Engine_Fuel_Type,Engine_HP,Engine_Cylinders,Transmission_Type,Driven_Wheels,Number_of_Doors,Market_Category,Vehicle_Size,Vehicle_Style,highway_MPG,city_mpg,Popularity,MSRP
Chevrolet,Celebrity,1990,regular unleaded,135.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Wagon,27,17,1385,2000
Honda,Accord,2016,regular unleaded,278.0,6.0,MANUAL,front wheel drive,2.0,Performance,Midsize,Coupe,28,18,2202,31025
Hyundai,Excel,1994,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,24,1439,2000
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,28,19,2202,35140
Dodge,Charger,2017,regular unleaded,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,High-Performance,Large,Sedan,25,16,1851,39890
Kia,Optima,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,23,1720,25790
Cadillac,SRX,2014,regular unleaded,308.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,1624,48145
Hyundai,Elantra Touring,2010,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,31,23,1439,15995
Infiniti,QX80,2015,premium unleaded (recommended),400.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,20,14,190,66350
Volkswagen,Jetta,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,25,873,25380
Buick,Envision,2017,flex-fuel (unleaded/E85),197.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Flex Fuel",Midsize,4dr SUV,28,21,155,37720
Cadillac,CTS Wagon,2013,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,18,1624,39205
Chevrolet,Camaro,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Convertible,25,16,1385,42905
Mitsubishi,Raider,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,20,15,436,26295
Buick,Verano,2017,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,31,21,155,21065
Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,25895
Aston Martin,DBS,2012,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,17,11,259,275461
Chevrolet,Silverado 1500,2016,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,23,16,1385,49740
Honda,Passport,2001,regular unleaded,205.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,19,15,2202,30500
Volvo,XC90,2016,premium unleaded (recommended),316.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Large,4dr SUV,25,20,870,53800
Lincoln,Mark LT,2008,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Crew Cab Pickup,16,12,61,38615
BMW,5 Series,2016,diesel,255.0,6.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Large,Sedan,37,26,3916,59650
Plymouth,Voyager,1999,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,3.0,,Midsize,Passenger Minivan,24,18,535,2000
Mercedes-Benz,CLK-Class,2007,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Coupe,25,17,617,46200
Hyundai,XG300,2001,regular unleaded,192.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,25,17,1439,23499
Maserati,Coupe,2006,premium unleaded (required),390.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,17,12,238,79900
Infiniti,G37 Convertible,2010,premium unleaded (required),325.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,24,16,190,46950
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,16,1385,64905
Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Large,4dr SUV,19,13,258,118845
Subaru,Impreza WRX,2013,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,34295
Acura,TSX Sport Wagon,2012,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Wagon,30,22,204,31360
Mazda,Tribute,2009,regular unleaded,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,17,586,27635
Pontiac,Firebird,2002,premium unleaded (required),310.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Performance",Midsize,Convertible,23,16,210,32095
Land Rover,LR4,2016,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,19,15,258,60600
BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,40,30,3916,41850
Chevrolet,S-10 Blazer,1993,regular unleaded,165.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,22,16,1385,2000
Volvo,XC60,2015,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,30,22,870,41450
Chevrolet,Express,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,17,11,1385,34485
Dodge,Charger,2016,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25,15,1851,50995
Lexus,HS 250h,2010,regular unleaded,187.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,34,35,454,37420
Dodge,Dakota,2009,regular unleaded,210.0,6.0,MANUAL,four wheel drive,4.0,Flex Fuel,Compact,Crew Cab Pickup,19,15,1851,28210
Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Hybrid,Midsize,Sedan,48,42,873,26990
Aston Martin,V8 Vantage,2015,premium unleaded (required),430.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,19,13,259,132995
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155,34670
Chevrolet,Equinox,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Flex Fuel",Compact,4dr SUV,29,20,1385,26270
Hyundai,Tucson,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,1439,23700
Lotus,Elise,2011,premium unleaded (required),217.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,26,20,613,57950
Volvo,850,1996,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,26,18,870,2000
Chevrolet,C/K 2500 Series,1998,regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,18,12,1385,3090
Ford,Mustang,2016,premium unleaded (recommended),435.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,25,15,5657,32395
Ford,Explorer,2015,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Flex Fuel,Performance",Midsize,4dr SUV,23,17,5657,35000
Mercedes-Benz,GLK-Class,2014,diesel,200.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,33,24,617,38980
Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,20,16,5657,2000
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,13,2031,47620
Audi,Q5,2016,premium unleaded (required),245.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,30,24,3105,52500
GMC,Sierra 1500 Hybrid,2013,regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,Hybrid,Large,Crew Cab Pickup,23,20,549,45155
Oldsmobile,Cutlass Calais,1991,regular unleaded,180.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,21,26,2000
Ford,F-150,2015,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,55305
BMW,4 Series,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Coupe,33,22,3916,42750
Kia,Optima,2014,regular unleaded,274.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,31,20,1720,27500
Subaru,Baja,2004,regular unleaded,165.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,25,19,640,21995
Chevrolet,HHR,2010,flex-fuel (unleaded/E85),155.0,4.0,MANUAL,front wheel drive,4.0,Flex Fuel,Compact,Wagon,32,22,1385,19720
Acura,RL,2011,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,204,55150
GMC,Sierra 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,18,14,549,30340
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,48100
Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,586,28220
Volvo,V60 Cross Country,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,Wagon,28,20,870,44850
BMW,2 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Compact,Convertible,34,23,3916,38650
Mitsubishi,Eclipse,2010,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,27,20,436,24699
Mazda,929,1993,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,Sedan,22,17,586,2000
Chevrolet,Caprice,1994,regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Sedan,24,16,1385,2000
Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,31,21,873,26795
Volkswagen,New Beetle,2008,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,20,873,18550
Volkswagen,GLI,2009,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Performance,Compact,Sedan,31,21,873,24770
Chevrolet,Colorado,2012,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Performance,Compact,Extended Cab Pickup,20,14,1385,27010
Toyota,Pickup,1994,regular unleaded,150.0,6.0,MANUAL,four wheel drive,2.0,,Compact,Extended Cab Pickup,17,14,2031,2699
Dodge,Durango,2015,regular unleaded,290.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,25,18,1851,40995
Infiniti,FX,2012,premium unleaded (required),303.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,16,190,43700
Mercedes-Benz,E-Class,2016,diesel,195.0,4.0,AUTOMATIC,all wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,38,27,617,55150
Acura,TLX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,34,21,204,42600
Audi,90,1994,regular unleaded,172.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,24,18,3105,2000
Ford,Fusion,2016,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,33,22,5657,31270
Honda,Ridgeline,2013,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,21,15,2202,37380
Mitsubishi,Mirage,2014,regular unleaded,74.0,3.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,42,34,436,14195
Dodge,Ram Pickup 1500,2010,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,19,14,1851,31020
Dodge,Avenger,2013,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,31,20,1851,22595
Nissan,Versa,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,40,31,2009,16890
Mercedes-Benz,E-Class,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,29,22,617,54650
Suzuki,XL7,2008,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,481,27499
Honda,Passport,2002,regular unleaded,205.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,20,15,2202,24450
Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,40,30,873,31125
Mitsubishi,Galant,2010,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,30,21,436,23999
Volkswagen,Routan,2010,regular unleaded,251.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,38600
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,31,23,2202,25220
Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,2009,25170
Volvo,850,1996,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,26,18,870,2000
Suzuki,Forenza,2007,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,27,19,481,15849
GMC,Acadia,2016,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,549,34175
Cadillac,ATS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Luxury,High-Performance",Compact,Sedan,26,18,1624,46660
Volkswagen,Eos,2015,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,,Compact,Convertible,30,22,873,39545
Nissan,Frontier,2017,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,23,16,2009,25200
Honda,Pilot,2015,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,2202,36970
Buick,Terraza,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,155,27250
Volvo,XC90,2016,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Large,4dr SUV,26,22,870,49350
Acura,NSX,2005,regular unleaded,290.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,22,16,204,89000
Volkswagen,CC,2015,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,31,22,873,38085
Acura,ILX,2017,premium unleaded (recommended),201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,25,204,27990
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,27,20,1385,27110
Cadillac,XT5,2017,premium unleaded (required),310.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,1624,54390
Ford,Flex,2017,regular unleaded,287.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Large,Wagon,22,16,5657,40180
Dodge,Caliber,2010,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,31,23,1851,16880
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,35,22,1385,18870
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury",Large,4dr SUV,21,15,1624,75570
Lamborghini,Murcielago,2008,premium unleaded (required),632.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,14,9,1158,378200
Infiniti,QX,2013,premium unleaded (recommended),400.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,20,14,190,64450
Mercedes-Benz,E-Class,2016,diesel,195.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,42,28,617,52650
Ford,Taurus X,2008,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,15,5657,32600
Infiniti,Q70,2015,premium unleaded (recommended),360.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance,Hybrid",Large,Sedan,34,29,190,55900
Infiniti,M,2012,premium unleaded (recommended),360.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Hybrid",Large,Sedan,32,27,190,53700
Pontiac,Le Mans,1991,regular unleaded,74.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,27,210,2000
Mazda,MX-5 Miata,2014,premium unleaded (recommended),158.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,28,21,586,25980
Hyundai,Sonata,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,35,24,1439,23175
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,1385,31555
Mercedes-Benz,S-Class,2015,premium unleaded (required),449.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,26,17,617,94400
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,22,17,1385,36850
Volvo,V60,2016,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Wagon,27,18,870,49200
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,27,20,5657,23900
Mazda,B-Series Truck,2008,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Regular Cab Pickup,26,21,586,15535
Mazda,MPV,2004,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,23,16,586,23490
Infiniti,QX70,2015,premium unleaded (required),325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,22,16,190,47300
Dodge,Stratus,2005,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,25,19,1851,21735
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,26,1385,20195
Volkswagen,Beetle Convertible,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,31,23,873,30890
Mercedes-Benz,GLA-Class,2017,premium unleaded (required),375.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Compact,4dr SUV,28,22,617,49900
Toyota,Camry Hybrid,2017,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,37,40,2031,30140
Chevrolet,Suburban,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Flex Fuel,Performance",Large,4dr SUV,23,16,1385,63785
Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,27,1720,15495
Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,23,17,1439,39400
Ford,Transit Wagon,2015,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Passenger Van,19,14,5657,33930
Bugatti,Veyron 16.4,2009,premium unleaded (required),1001.0,16.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,14,8,820,1705769
Mazda,CX-9,2016,regular unleaded,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,27,21,586,33320
Ford,Explorer Sport Trac,2008,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,19,13,5657,30015
Mercedes-Benz,C36 AMG,1995,regular unleaded,268.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,Performance",Compact,Sedan,20,16,617,3555
Ford,Transit Connect,2016,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,29,21,5657,24200
Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,37,29,2009,17990
Volkswagen,Jetta SportWagen,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,873,24885
Mitsubishi,Montero Sport,2003,regular unleaded,197.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,17,14,436,32887
FIAT,500,2017,premium unleaded (recommended),101.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,33,27,819,20885
Ford,Transit Wagon,2017,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Passenger Van,19,14,5657,37120
Chevrolet,Spark,2015,regular unleaded,84.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,39,30,1385,13580
Chevrolet,Cavalier,2005,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,33,23,1385,17710
Suzuki,Sidekick,1996,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,4dr SUV,24,21,481,2000
Chevrolet,Uplander,2007,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,23,16,1385,33050
Toyota,Tacoma,2017,regular unleaded,278.0,6.0,MANUAL,four wheel drive,4.0,,Compact,Crew Cab Pickup,20,17,2031,33075
BMW,4 Series,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,30,20,3916,50150
Plymouth,Breeze,1998,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,33,23,535,2000
Chevrolet,Suburban,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,22,15,1385,57205
Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,22,2031,27670
Infiniti,G35,2008,premium unleaded (required),306.0,6.0,MANUAL,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,25,17,190,33050
Cadillac,Escalade Hybrid,2013,regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,Hybrid",Large,4dr SUV,23,20,1624,76975
Mitsubishi,Endeavor,2011,premium unleaded (recommended),225.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,21,15,436,32099
Lotus,Exige,2011,premium unleaded (recommended),240.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,20,613,65690
Chevrolet,HHR,2009,flex-fuel (unleaded/E85),155.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Compact,Wagon,30,22,1385,21030
Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,25,873,24750
Honda,Accord,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,35,26,2202,28495
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,22,17,1385,32095
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32,2202,26600
Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,four wheel drive,4.0,,Large,Extended Cab Pickup,16,12,5657,3542
Cadillac,STS,2009,regular unleaded,302.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,26,17,1624,46845
Mercedes-Benz,CLA-Class,2016,premium unleaded (required),375.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,31,23,617,49500
